WORK_OBJECT_AVAILABLE_DATE|BO_Team|WORK_OBJECT_ID_Count|Team Location
2015-06-02|IB PAY & SERVICING MUMBAI|404|Offshore
2015-06-02|IB_BEREAVEMENTS|123|England
2015-06-02|ILLUSTRATIONS MUMBAI|1085|Offshore
2015-06-02|IPM FSAVC MUMBAI|70|Offshore
2015-06-02|MPP|8|England
2015-06-02|MPP_SCHEME_SERVICING|180|England
2015-06-02|NEW BUSINESS|90|Offshore
2015-06-02|NEW_WORLD_BEREAVEMENTS|12|England
2015-06-02|OB_LIFE_BEREAVEMENTS|32|England
2015-06-02|OPAL_BEREAVEMENTS||England
2015-06-02|PCPS_PCRS|20|England
2015-06-02|PG_SERV|26|England
2015-06-02|POLICY HOLDER - LIFE (NW) MUMBAI|192|Offshore
2015-06-02|POLICY HOLDER - LIFE (OB) MUMBAI|405|Offshore
2015-06-02|PRUBOND|16|England
2015-06-02|PRUBOND NBS (DGT)|380|Offshore
2015-06-02|PRUBOND SERVICING & CLAIMS MUMBAI|921|Offshore
2015-06-02|PRUBONDS NEW BUSINESS|181|Offshore
2015-06-02|PRUFUND_BEREAVEMENTS|34|England
2015-06-02|RIG & PH PP MUMBAI|1633|Offshore
2015-06-02|RP|85|England
2015-06-02|RP_BEREAVEMENTS||England
2015-06-02|RPPAP MUMBAI|52|Offshore
2015-06-02|RPTB|82|England
2015-06-02|SCHEME NORTH MUMBAI|87|Offshore
2015-06-02|SERVICING|286|Offshore
2015-06-02|SHP_CLAIMS|76|England
2015-06-02|SHP_GPP_SERVICING|190|England
2015-06-02|SHP_MPP_FC|160|England
2015-06-02|SHP_MPP_REVISIONS|26|England
2015-06-02|TEACHERS||England
2015-06-03|ADVISER - LIFE (CH) MUMBAI|16|Offshore
2015-06-03|ANNUITIES SERVICING|231|Offshore
2015-06-03|AVC MUMBAI|1565|Offshore
2015-06-03|AVC_CLAIMS|19|England
2015-06-03|AVC_REVISIONS|42|England
2015-06-03|AVC_SERVICING|148|England
2015-06-03|BEREAVEMENTS|152|Offshore
2015-06-03|CDR DSS|56|Offshore
2015-06-03|CDT MUMBAI|552|Offshore
2015-06-03|CORPORATE PENSIONS|76|Offshore
2015-06-03|CORPORATE_PENSIONS|18|England
2015-06-03|DA ADMIN|59|Offshore
2015-06-03|EPP_MK1|68|England
2015-06-03|EPP_MK2-4|17|England
2015-06-03|IB PAY & SERVICING MUMBAI|344|Offshore
2015-06-03|IB_BEREAVEMENTS|75|England
2015-06-03|ILLUSTRATIONS MUMBAI|1091|Offshore
2015-06-03|IPM FSAVC MUMBAI|76|Offshore
2015-06-03|MPP|13|England
2015-06-03|MPP_SCHEME_SERVICING|183|England
2015-06-03|NEW BUSINESS|70|Offshore
2015-06-03|NEW_WORLD_BEREAVEMENTS|11|England
2015-06-03|OB_LIFE_BEREAVEMENTS|39|England
2015-06-03|OPAL_BEREAVEMENTS|1|England
2015-06-03|PCPS_PCRS|9|England
2015-06-03|PG_SERV|34|England
2015-06-03|POLICY HOLDER - LIFE (NW) MUMBAI|186|Offshore
2015-06-03|POLICY HOLDER - LIFE (OB) MUMBAI|727|Offshore
2015-06-03|PRUBOND|8|England
2015-06-03|PRUBOND NBS (DGT)|49|Offshore
2015-06-03|PRUBOND SERVICING & CLAIMS MUMBAI|875|Offshore
2015-06-03|PRUBONDS NEW BUSINESS|241|Offshore
2015-06-03|PRUFUND_BEREAVEMENTS|28|England
2015-06-03|RIG & PH PP MUMBAI|1722|Offshore
2015-06-03|RP|102|England
2015-06-03|RP_BEREAVEMENTS||England
2015-06-03|RPPAP MUMBAI|43|Offshore
2015-06-03|RPTB|77|England
2015-06-03|SCHEME NORTH MUMBAI|100|Offshore
2015-06-03|SERVICING|252|Offshore
2015-06-03|SHP_CLAIMS|36|England
2015-06-03|SHP_GPP_SERVICING|148|England
2015-06-03|SHP_MPP_FC|163|England
2015-06-03|SHP_MPP_REVISIONS|29|England
2015-06-03|TEACHERS||England
2015-06-04|ADVISER - LIFE (CH) MUMBAI|13|Offshore
2015-06-04|ANNUITIES SERVICING|224|Offshore
2015-06-04|AVC MUMBAI|1508|Offshore
2015-06-04|AVC_CLAIMS|16|England
2015-06-04|AVC_REVISIONS|32|England
2015-06-04|AVC_SERVICING|123|England
2015-06-04|BEREAVEMENTS|172|Offshore
2015-06-04|CDR DSS|67|Offshore
2015-06-04|CDT MUMBAI|499|Offshore
2015-06-04|CORPORATE PENSIONS|79|Offshore
2015-06-04|CORPORATE_PENSIONS|12|England
2015-06-04|DA ADMIN|54|Offshore
2015-06-04|EPP_MK1|11|England
2015-06-04|EPP_MK2-4|11|England
2015-06-04|IB PAY & SERVICING MUMBAI|406|Offshore
2015-06-04|IB_BEREAVEMENTS|74|England
2015-06-04|ILLUSTRATIONS MUMBAI|1047|Offshore
2015-06-04|IPM FSAVC MUMBAI|87|Offshore
2015-06-04|MPP|7|England
2015-06-04|MPP_SCHEME_SERVICING|218|England
2015-06-04|NEW BUSINESS|69|Offshore
2015-06-04|NEW_WORLD_BEREAVEMENTS|5|England
2015-06-04|OB_LIFE_BEREAVEMENTS|43|England
2015-06-04|OPAL_BEREAVEMENTS||England
2015-06-04|PCPS_PCRS|7|England
2015-06-04|PG_SERV|22|England
2015-06-04|POLICY HOLDER - LIFE (NW) MUMBAI|1603|Offshore
2015-06-04|POLICY HOLDER - LIFE (OB) MUMBAI|750|Offshore
2015-06-04|PRUBOND|5|England
2015-06-04|PRUBOND NBS (DGT)|124|Offshore
2015-06-04|PRUBOND SERVICING & CLAIMS MUMBAI|747|Offshore
2015-06-04|PRUBONDS NEW BUSINESS|273|Offshore
2015-06-04|PRUFUND_BEREAVEMENTS|34|England
2015-06-04|RIG & PH PP MUMBAI|1646|Offshore
2015-06-04|RP|68|England
2015-06-04|RP_BEREAVEMENTS||England
2015-06-04|RPPAP MUMBAI|70|Offshore
2015-06-04|RPTB|93|England
2015-06-04|SCHEME NORTH MUMBAI|157|Offshore
2015-06-04|SERVICING|267|Offshore
2015-06-04|SHP_CLAIMS|62|England
2015-06-04|SHP_GPP_SERVICING|144|England
2015-06-04|SHP_MPP_FC|195|England
2015-06-04|SHP_MPP_REVISIONS|27|England
2015-06-04|TEACHERS||England
2015-06-05|ADVISER - LIFE (CH) MUMBAI|15|Offshore
2015-06-05|ANNUITIES SERVICING|163|Offshore
2015-06-05|AVC MUMBAI|1827|Offshore
2015-06-05|AVC_CLAIMS|8|England
2015-06-05|AVC_REVISIONS|26|England
2015-06-05|AVC_SERVICING|111|England
2015-06-05|BEREAVEMENTS|434|Offshore
2015-06-05|CDR DSS|40|Offshore
2015-06-05|CDT MUMBAI|460|Offshore
2015-06-05|CORPORATE PENSIONS|78|Offshore
2015-06-05|CORPORATE_PENSIONS|6|England
2015-06-05|DA ADMIN|53|Offshore
2015-06-05|EPP_MK1|8|England
2015-06-05|EPP_MK2-4|8|England
2015-06-05|IB PAY & SERVICING MUMBAI|235|Offshore
2015-06-05|IB_BEREAVEMENTS|72|England
2015-06-05|ILLUSTRATIONS MUMBAI|869|Offshore
2015-06-05|IPM FSAVC MUMBAI|314|Offshore
2015-06-05|MPP|13|England
2015-06-05|MPP_SCHEME_SERVICING|112|England
2015-06-05|NEW BUSINESS|90|Offshore
2015-06-05|NEW_WORLD_BEREAVEMENTS|10|England
2015-06-05|OB_LIFE_BEREAVEMENTS|26|England
2015-06-05|OPAL_BEREAVEMENTS||England
2015-06-05|PCPS_PCRS|5|England
2015-06-05|PG_SERV|21|England
2015-06-05|POLICY HOLDER - LIFE (NW) MUMBAI|210|Offshore
2015-06-05|POLICY HOLDER - LIFE (OB) MUMBAI|555|Offshore
2015-06-05|PRUBOND|6|England
2015-06-05|PRUBOND NBS (DGT)|221|Offshore
2015-06-05|PRUBOND SERVICING & CLAIMS MUMBAI|942|Offshore
2015-06-05|PRUBONDS NEW BUSINESS|274|Offshore
2015-06-05|PRUFUND_BEREAVEMENTS|36|England
2015-06-05|RIG & PH PP MUMBAI|1344|Offshore
2015-06-05|RP|34|England
2015-06-05|RP_BEREAVEMENTS||England
2015-06-05|RPPAP MUMBAI|54|Offshore
2015-06-05|RPTB|82|England
2015-06-05|SCHEME NORTH MUMBAI|130|Offshore
2015-06-05|SERVICING|214|Offshore
2015-06-05|SHP_CLAIMS|44|England
2015-06-05|SHP_GPP_SERVICING|157|England
2015-06-05|SHP_MPP_FC|125|England
2015-06-05|SHP_MPP_REVISIONS|30|England
2015-06-05|TEACHERS||England
2015-06-06|ADVISER - LIFE (CH) MUMBAI||Offshore
2015-06-06|ANNUITIES SERVICING|16|Offshore
2015-06-06|AVC MUMBAI|364|Offshore
2015-06-06|AVC_CLAIMS|5|England
2015-06-06|AVC_REVISIONS|4|England
2015-06-06|AVC_SERVICING|12|England
2015-06-06|BEREAVEMENTS|23|Offshore
2015-06-06|CDR DSS|1|Offshore
2015-06-06|CDT MUMBAI|463|Offshore
2015-06-06|CORPORATE PENSIONS|2|Offshore
2015-06-06|CORPORATE_PENSIONS|4|England
2015-06-06|DA ADMIN|9|Offshore
2015-06-06|EPP_MK1|5|England
2015-06-06|EPP_MK2-4||England
2015-06-06|IB PAY & SERVICING MUMBAI|54|Offshore
2015-06-06|IB_BEREAVEMENTS||England
2015-06-06|ILLUSTRATIONS MUMBAI|39|Offshore
2015-06-06|IPM FSAVC MUMBAI|23|Offshore
2015-06-06|MPP|1|England
2015-06-06|MPP_SCHEME_SERVICING|11|England
2015-06-06|NEW BUSINESS|12|Offshore
2015-06-06|NEW_WORLD_BEREAVEMENTS|1|England
2015-06-06|OB_LIFE_BEREAVEMENTS||England
2015-06-06|OPAL_BEREAVEMENTS||England
2015-06-06|PCPS_PCRS||England
2015-06-06|PG_SERV|2|England
2015-06-06|POLICY HOLDER - LIFE (NW) MUMBAI|1|Offshore
2015-06-06|POLICY HOLDER - LIFE (OB) MUMBAI|368|Offshore
2015-06-06|PRUBOND||England
2015-06-06|PRUBOND NBS (DGT)||Offshore
2015-06-06|PRUBOND SERVICING & CLAIMS MUMBAI|109|Offshore
2015-06-06|PRUBONDS NEW BUSINESS|3|Offshore
2015-06-06|PRUFUND_BEREAVEMENTS||England
2015-06-06|RIG & PH PP MUMBAI|221|Offshore
2015-06-06|RP|27|England
2015-06-06|RP_BEREAVEMENTS||England
2015-06-06|RPPAP MUMBAI|4|Offshore
2015-06-06|RPTB|7|England
2015-06-06|SCHEME NORTH MUMBAI|22|Offshore
2015-06-06|SERVICING|108|Offshore
2015-06-06|SHP_CLAIMS||England
2015-06-06|SHP_GPP_SERVICING|31|England
2015-06-06|SHP_MPP_FC|3|England
2015-06-06|SHP_MPP_REVISIONS||England
2015-06-06|TEACHERS||England
2015-06-07|ADVISER - LIFE (CH) MUMBAI||Offshore
2015-06-07|ANNUITIES SERVICING||Offshore
2015-06-07|AVC MUMBAI|1|Offshore
2015-06-07|AVC_CLAIMS||England
2015-06-07|AVC_REVISIONS||England
2015-06-07|AVC_SERVICING||England
2015-06-07|BEREAVEMENTS||Offshore
2015-06-07|CDR DSS||Offshore
2015-06-07|CDT MUMBAI||Offshore
2015-06-07|CORPORATE PENSIONS||Offshore
2015-06-07|CORPORATE_PENSIONS||England
2015-06-07|DA ADMIN||Offshore
2015-06-07|EPP_MK1||England
2015-06-07|EPP_MK2-4||England
2015-06-07|IB PAY & SERVICING MUMBAI||Offshore
2015-06-07|IB_BEREAVEMENTS||England
2015-06-07|ILLUSTRATIONS MUMBAI|1|Offshore
2015-06-07|IPM FSAVC MUMBAI||Offshore
2015-06-07|MPP||England
2015-06-07|MPP_SCHEME_SERVICING|2|England
2015-06-07|NEW BUSINESS||Offshore
2015-06-07|NEW_WORLD_BEREAVEMENTS||England
2015-06-07|OB_LIFE_BEREAVEMENTS||England
2015-06-07|OPAL_BEREAVEMENTS||England
2015-06-07|PCPS_PCRS||England
2015-06-07|PG_SERV||England
2015-06-07|POLICY HOLDER - LIFE (NW) MUMBAI||Offshore
2015-06-07|POLICY HOLDER - LIFE (OB) MUMBAI||Offshore
2015-06-07|PRUBOND||England
2015-06-07|PRUBOND NBS (DGT)||Offshore
2015-06-07|PRUBOND SERVICING & CLAIMS MUMBAI||Offshore
2015-06-07|PRUBONDS NEW BUSINESS||Offshore
2015-06-07|PRUFUND_BEREAVEMENTS||England
2015-06-07|RIG & PH PP MUMBAI||Offshore
2015-06-07|RP||England
2015-06-07|RP_BEREAVEMENTS||England
2015-06-07|RPPAP MUMBAI||Offshore
2015-06-07|RPTB|1|England
2015-06-07|SCHEME NORTH MUMBAI||Offshore
2015-06-07|SERVICING||Offshore
2015-06-07|SHP_CLAIMS||England
2015-06-07|SHP_GPP_SERVICING|6|England
2015-06-07|SHP_MPP_FC||England
2015-06-07|SHP_MPP_REVISIONS||England
2015-06-07|TEACHERS||England
2015-06-08|ADVISER - LIFE (CH) MUMBAI|20|Offshore
2015-06-08|ANNUITIES SERVICING|253|Offshore
2015-06-08|AVC MUMBAI|2601|Offshore
2015-06-08|AVC_CLAIMS|17|England
2015-06-08|AVC_REVISIONS|31|England
2015-06-08|AVC_SERVICING|127|England
2015-06-08|BEREAVEMENTS|124|Offshore
2015-06-08|CDR DSS|82|Offshore
2015-06-08|CDT MUMBAI|421|Offshore
2015-06-08|CORPORATE PENSIONS|70|Offshore
2015-06-08|CORPORATE_PENSIONS|16|England
2015-06-08|DA ADMIN|74|Offshore
2015-06-08|EPP_MK1|27|England
2015-06-08|EPP_MK2-4|18|England
2015-06-08|IB PAY & SERVICING MUMBAI|408|Offshore
2015-06-08|IB_BEREAVEMENTS|156|England
2015-06-08|ILLUSTRATIONS MUMBAI|937|Offshore
2015-06-08|IPM FSAVC MUMBAI|70|Offshore
2015-06-08|MPP|7|England
2015-06-08|MPP_SCHEME_SERVICING|146|England
2015-06-08|NEW BUSINESS|101|Offshore
2015-06-08|NEW_WORLD_BEREAVEMENTS|21|England
2015-06-08|OB_LIFE_BEREAVEMENTS|59|England
2015-06-08|OPAL_BEREAVEMENTS||England
2015-06-08|PCPS_PCRS|13|England
2015-06-08|PG_SERV|38|England
2015-06-08|POLICY HOLDER - LIFE (NW) MUMBAI|156|Offshore
2015-06-08|POLICY HOLDER - LIFE (OB) MUMBAI|498|Offshore
2015-06-08|PRUBOND|6|England
2015-06-08|PRUBOND NBS (DGT)|138|Offshore
2015-06-08|PRUBOND SERVICING & CLAIMS MUMBAI|705|Offshore
2015-06-08|PRUBONDS NEW BUSINESS|311|Offshore
2015-06-08|PRUFUND_BEREAVEMENTS|26|England
2015-06-08|RIG & PH PP MUMBAI|2160|Offshore
2015-06-08|RP|45|England
2015-06-08|RP_BEREAVEMENTS||England
2015-06-08|RPPAP MUMBAI|63|Offshore
2015-06-08|RPTB|79|England
2015-06-08|SCHEME NORTH MUMBAI|76|Offshore
2015-06-08|SERVICING|417|Offshore
2015-06-08|SHP_CLAIMS|51|England
2015-06-08|SHP_GPP_SERVICING|198|England
2015-06-08|SHP_MPP_FC|191|England
2015-06-08|SHP_MPP_REVISIONS|37|England
2015-06-08|TEACHERS||England
2015-06-09|ADVISER - LIFE (CH) MUMBAI|10|Offshore
2015-06-09|ANNUITIES SERVICING|204|Offshore
2015-06-09|AVC MUMBAI|1327|Offshore
2015-06-09|AVC_CLAIMS|15|England
2015-06-09|AVC_REVISIONS|34|England
2015-06-09|AVC_SERVICING|176|England
2015-06-09|BEREAVEMENTS|136|Offshore
2015-06-09|CDR DSS|46|Offshore
2015-06-09|CDT MUMBAI|454|Offshore
2015-06-09|CORPORATE PENSIONS|89|Offshore
2015-06-09|CORPORATE_PENSIONS|6|England
2015-06-09|DA ADMIN|49|Offshore
2015-06-09|EPP_MK1|36|England
2015-06-09|EPP_MK2-4|31|England
2015-06-09|IB PAY & SERVICING MUMBAI|528|Offshore
2015-06-09|IB_BEREAVEMENTS|105|England
2015-06-09|ILLUSTRATIONS MUMBAI|1033|Offshore
2015-06-09|IPM FSAVC MUMBAI|61|Offshore
2015-06-09|MPP|8|England
2015-06-09|MPP_SCHEME_SERVICING|181|England
2015-06-09|NEW BUSINESS|74|Offshore
2015-06-09|NEW_WORLD_BEREAVEMENTS|16|England
2015-06-09|OB_LIFE_BEREAVEMENTS|34|England
2015-06-09|OPAL_BEREAVEMENTS||England
2015-06-09|PCPS_PCRS|5|England
2015-06-09|PG_SERV|17|England
2015-06-09|POLICY HOLDER - LIFE (NW) MUMBAI|192|Offshore
2015-06-09|POLICY HOLDER - LIFE (OB) MUMBAI|406|Offshore
2015-06-09|PRUBOND|10|England
2015-06-09|PRUBOND NBS (DGT)|179|Offshore
2015-06-09|PRUBOND SERVICING & CLAIMS MUMBAI|863|Offshore
2015-06-09|PRUBONDS NEW BUSINESS|220|Offshore
2015-06-09|PRUFUND_BEREAVEMENTS|24|England
2015-06-09|RIG & PH PP MUMBAI|1622|Offshore
2015-06-09|RP|22|England
2015-06-09|RP_BEREAVEMENTS||England
2015-06-09|RPPAP MUMBAI|26|Offshore
2015-06-09|RPTB|52|England
2015-06-09|SCHEME NORTH MUMBAI|100|Offshore
2015-06-09|SERVICING|198|Offshore
2015-06-09|SHP_CLAIMS|68|England
2015-06-09|SHP_GPP_SERVICING|163|England
2015-06-09|SHP_MPP_FC|157|England
2015-06-09|SHP_MPP_REVISIONS|24|England
2015-06-09|TEACHERS||England
2015-06-10|ADVISER - LIFE (CH) MUMBAI|5|Offshore
2015-06-10|ANNUITIES SERVICING|177|Offshore
2015-06-10|AVC MUMBAI|1318|Offshore
2015-06-10|AVC_CLAIMS|23|England
2015-06-10|AVC_REVISIONS|25|England
2015-06-10|AVC_SERVICING|113|England
2015-06-10|BEREAVEMENTS|188|Offshore
2015-06-10|CDR DSS|37|Offshore
2015-06-10|CDT MUMBAI|582|Offshore
2015-06-10|CORPORATE PENSIONS|82|Offshore
2015-06-10|CORPORATE_PENSIONS|15|England
2015-06-10|DA ADMIN|76|Offshore
2015-06-10|EPP_MK1|23|England
2015-06-10|EPP_MK2-4|15|England
2015-06-10|IB PAY & SERVICING MUMBAI|448|Offshore
2015-06-10|IB_BEREAVEMENTS|95|England
2015-06-10|ILLUSTRATIONS MUMBAI|1083|Offshore
2015-06-10|IPM FSAVC MUMBAI|76|Offshore
2015-06-10|MPP|8|England
2015-06-10|MPP_SCHEME_SERVICING|175|England
2015-06-10|NEW BUSINESS|110|Offshore
2015-06-10|NEW_WORLD_BEREAVEMENTS|13|England
2015-06-10|OB_LIFE_BEREAVEMENTS|50|England
2015-06-10|OPAL_BEREAVEMENTS||England
2015-06-10|PCPS_PCRS|8|England
2015-06-10|PG_SERV|33|England
2015-06-10|POLICY HOLDER - LIFE (NW) MUMBAI|184|Offshore
2015-06-10|POLICY HOLDER - LIFE (OB) MUMBAI|344|Offshore
2015-06-10|PRUBOND|2|England
2015-06-10|PRUBOND NBS (DGT)|112|Offshore
2015-06-10|PRUBOND SERVICING & CLAIMS MUMBAI|881|Offshore
2015-06-10|PRUBONDS NEW BUSINESS|243|Offshore
2015-06-10|PRUFUND_BEREAVEMENTS|23|England
2015-06-10|RIG & PH PP MUMBAI|1663|Offshore
2015-06-10|RP|40|England
2015-06-10|RP_BEREAVEMENTS||England
2015-06-10|RPPAP MUMBAI|35|Offshore
2015-06-10|RPTB|79|England
2015-06-10|SCHEME NORTH MUMBAI|179|Offshore
2015-06-10|SERVICING|169|Offshore
2015-06-10|SHP_CLAIMS|64|England
2015-06-10|SHP_GPP_SERVICING|200|England
2015-06-10|SHP_MPP_FC|221|England
2015-06-10|SHP_MPP_REVISIONS|39|England
2015-06-10|TEACHERS||England
2015-06-11|ADVISER - LIFE (CH) MUMBAI|12|Offshore
2015-06-11|ANNUITIES SERVICING|197|Offshore
2015-06-11|AVC MUMBAI|1249|Offshore
2015-06-11|AVC_CLAIMS|26|England
2015-06-11|AVC_REVISIONS|24|England
2015-06-11|AVC_SERVICING|120|England
2015-06-11|BEREAVEMENTS|159|Offshore
2015-06-11|CDR DSS|56|Offshore
2015-06-11|CDT MUMBAI|506|Offshore
2015-06-11|CORPORATE PENSIONS|91|Offshore
2015-06-11|CORPORATE_PENSIONS|5|England
2015-06-11|DA ADMIN|45|Offshore
2015-06-11|EPP_MK1|30|England
2015-06-11|EPP_MK2-4|17|England
2015-06-11|IB PAY & SERVICING MUMBAI|409|Offshore
2015-06-11|IB_BEREAVEMENTS|84|England
2015-06-11|ILLUSTRATIONS MUMBAI|1083|Offshore
2015-06-11|IPM FSAVC MUMBAI|67|Offshore
2015-06-11|MPP|5|England
2015-06-11|MPP_SCHEME_SERVICING|142|England
2015-06-11|NEW BUSINESS|88|Offshore
2015-06-11|NEW_WORLD_BEREAVEMENTS|14|England
2015-06-11|OB_LIFE_BEREAVEMENTS|47|England
2015-06-11|OPAL_BEREAVEMENTS||England
2015-06-11|PCPS_PCRS|12|England
2015-06-11|PG_SERV|38|England
2015-06-11|POLICY HOLDER - LIFE (NW) MUMBAI|144|Offshore
2015-06-11|POLICY HOLDER - LIFE (OB) MUMBAI|294|Offshore
2015-06-11|PRUBOND|17|England
2015-06-11|PRUBOND NBS (DGT)|236|Offshore
2015-06-11|PRUBOND SERVICING & CLAIMS MUMBAI|917|Offshore
2015-06-11|PRUBONDS NEW BUSINESS|266|Offshore
2015-06-11|PRUFUND_BEREAVEMENTS|31|England
2015-06-11|RIG & PH PP MUMBAI|1627|Offshore
2015-06-11|RP|37|England
2015-06-11|RP_BEREAVEMENTS||England
2015-06-11|RPPAP MUMBAI|55|Offshore
2015-06-11|RPTB|65|England
2015-06-11|SCHEME NORTH MUMBAI|68|Offshore
2015-06-11|SERVICING|234|Offshore
2015-06-11|SHP_CLAIMS|68|England
2015-06-11|SHP_GPP_SERVICING|172|England
2015-06-11|SHP_MPP_FC|157|England
2015-06-11|SHP_MPP_REVISIONS|27|England
2015-06-11|TEACHERS||England
2015-06-12|ADVISER - LIFE (CH) MUMBAI|8|Offshore
2015-06-12|ANNUITIES SERVICING|139|Offshore
2015-06-12|AVC MUMBAI|1617|Offshore
2015-06-12|AVC_CLAIMS|6|England
2015-06-12|AVC_REVISIONS|36|England
2015-06-12|AVC_SERVICING|106|England
2015-06-12|BEREAVEMENTS|131|Offshore
2015-06-12|CDR DSS|57|Offshore
2015-06-12|CDT MUMBAI|588|Offshore
2015-06-12|CORPORATE PENSIONS|100|Offshore
2015-06-12|CORPORATE_PENSIONS|8|England
2015-06-12|DA ADMIN|50|Offshore
2015-06-12|EPP_MK1|16|England
2015-06-12|EPP_MK2-4|9|England
2015-06-12|IB PAY & SERVICING MUMBAI|246|Offshore
2015-06-12|IB_BEREAVEMENTS|75|England
2015-06-12|ILLUSTRATIONS MUMBAI|978|Offshore
2015-06-12|IPM FSAVC MUMBAI|962|Offshore
2015-06-12|MPP|8|England
2015-06-12|MPP_SCHEME_SERVICING|113|England
2015-06-12|NEW BUSINESS|81|Offshore
2015-06-12|NEW_WORLD_BEREAVEMENTS|10|England
2015-06-12|OB_LIFE_BEREAVEMENTS|17|England
2015-06-12|OPAL_BEREAVEMENTS||England
2015-06-12|PCPS_PCRS|6|England
2015-06-12|PG_SERV|31|England
2015-06-12|POLICY HOLDER - LIFE (NW) MUMBAI|100|Offshore
2015-06-12|POLICY HOLDER - LIFE (OB) MUMBAI|303|Offshore
2015-06-12|PRUBOND|22|England
2015-06-12|PRUBOND NBS (DGT)|138|Offshore
2015-06-12|PRUBOND SERVICING & CLAIMS MUMBAI|765|Offshore
2015-06-12|PRUBONDS NEW BUSINESS|219|Offshore
2015-06-12|PRUFUND_BEREAVEMENTS|20|England
2015-06-12|RIG & PH PP MUMBAI|1363|Offshore
2015-06-12|RP|43|England
2015-06-12|RP_BEREAVEMENTS||England
2015-06-12|RPPAP MUMBAI|58|Offshore
2015-06-12|RPTB|43|England
2015-06-12|SCHEME NORTH MUMBAI|133|Offshore
2015-06-12|SERVICING|178|Offshore
2015-06-12|SHP_CLAIMS|29|England
2015-06-12|SHP_GPP_SERVICING|183|England
2015-06-12|SHP_MPP_FC|135|England
2015-06-12|SHP_MPP_REVISIONS|22|England
2015-06-12|TEACHERS||England
2015-06-13|ADVISER - LIFE (CH) MUMBAI|1|Offshore
2015-06-13|ANNUITIES SERVICING|18|Offshore
2015-06-13|AVC MUMBAI|279|Offshore
2015-06-13|AVC_CLAIMS||England
2015-06-13|AVC_REVISIONS||England
2015-06-13|AVC_SERVICING|14|England
2015-06-13|BEREAVEMENTS|4|Offshore
2015-06-13|CDR DSS|1|Offshore
2015-06-13|CDT MUMBAI|62|Offshore
2015-06-13|CORPORATE PENSIONS|1|Offshore
2015-06-13|CORPORATE_PENSIONS|6|England
2015-06-13|DA ADMIN|4|Offshore
2015-06-13|EPP_MK1||England
2015-06-13|EPP_MK2-4|1|England
2015-06-13|IB PAY & SERVICING MUMBAI|42|Offshore
2015-06-13|IB_BEREAVEMENTS||England
2015-06-13|ILLUSTRATIONS MUMBAI|10|Offshore
2015-06-13|IPM FSAVC MUMBAI|22|Offshore
2015-06-13|MPP||England
2015-06-13|MPP_SCHEME_SERVICING|29|England
2015-06-13|NEW BUSINESS|4|Offshore
2015-06-13|NEW_WORLD_BEREAVEMENTS||England
2015-06-13|OB_LIFE_BEREAVEMENTS|1|England
2015-06-13|OPAL_BEREAVEMENTS||England
2015-06-13|PCPS_PCRS||England
2015-06-13|PG_SERV|4|England
2015-06-13|POLICY HOLDER - LIFE (NW) MUMBAI|3|Offshore
2015-06-13|POLICY HOLDER - LIFE (OB) MUMBAI|56|Offshore
2015-06-13|PRUBOND|29|England
2015-06-13|PRUBOND NBS (DGT)||Offshore
2015-06-13|PRUBOND SERVICING & CLAIMS MUMBAI|99|Offshore
2015-06-13|PRUBONDS NEW BUSINESS|2|Offshore
2015-06-13|PRUFUND_BEREAVEMENTS||England
2015-06-13|RIG & PH PP MUMBAI|585|Offshore
2015-06-13|RP|17|England
2015-06-13|RP_BEREAVEMENTS||England
2015-06-13|RPPAP MUMBAI|8|Offshore
2015-06-13|RPTB|4|England
2015-06-13|SCHEME NORTH MUMBAI|55|Offshore
2015-06-13|SERVICING|10|Offshore
2015-06-13|SHP_CLAIMS|2|England
2015-06-13|SHP_GPP_SERVICING|8|England
2015-06-13|SHP_MPP_FC||England
2015-06-13|SHP_MPP_REVISIONS||England
2015-06-13|TEACHERS||England
2015-06-14|ADVISER - LIFE (CH) MUMBAI||Offshore
2015-06-14|ANNUITIES SERVICING||Offshore
2015-06-14|AVC MUMBAI|41|Offshore
2015-06-14|AVC_CLAIMS|1|England
2015-06-14|AVC_REVISIONS||England
2015-06-14|AVC_SERVICING|3|England
2015-06-14|BEREAVEMENTS|1|Offshore
2015-06-14|CDR DSS||Offshore
2015-06-14|CDT MUMBAI|320|Offshore
2015-06-14|CORPORATE PENSIONS|3|Offshore
2015-06-14|CORPORATE_PENSIONS||England
2015-06-14|DA ADMIN||Offshore
2015-06-14|EPP_MK1||England
2015-06-14|EPP_MK2-4||England
2015-06-14|IB PAY & SERVICING MUMBAI||Offshore
2015-06-14|IB_BEREAVEMENTS|1|England
2015-06-14|ILLUSTRATIONS MUMBAI|5|Offshore
2015-06-14|IPM FSAVC MUMBAI||Offshore
2015-06-14|MPP||England
2015-06-14|MPP_SCHEME_SERVICING|3|England
2015-06-14|NEW BUSINESS||Offshore
2015-06-14|NEW_WORLD_BEREAVEMENTS||England
2015-06-14|OB_LIFE_BEREAVEMENTS|2|England
2015-06-14|OPAL_BEREAVEMENTS||England
2015-06-14|PCPS_PCRS||England
2015-06-14|PG_SERV|1|England
2015-06-14|POLICY HOLDER - LIFE (NW) MUMBAI||Offshore
2015-06-14|POLICY HOLDER - LIFE (OB) MUMBAI|125|Offshore
2015-06-14|PRUBOND||England
